,Advanced Economies,Argentina,Australia,Austria,Belgium,Bulgaria,Bahrain,Belarus,Brazil,Canada,Switzerland,Chile,China,Colombia,Cyprus,Czech Republic,Germany,Denmark,Dominican Republic,Algeria,EMDE East Asia & Pacific,EMDE Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Emerging Market and Developing Economies (EMDEs),Spain,Estonia,Finland,France,United Kingdom,Greece,High Income Countries,"Hong Kong SAR, China",Croatia,Hungary,India,Ireland,Iceland,Israel,Italy,Jordan,Japan,Kazakhstan,"Korea, Rep.",EMDE Latin America & Caribbean,Low-Income Countries (LIC),Sri Lanka,Lithuania,Luxembourg,Latvia,Morocco,"Moldova, Rep.",Mexico,Middle-Income Countries (MIC),North Macedonia,Malta,EMDE Middle East & N. Africa,Netherlands,Norway,New Zealand,Pakistan,Peru,Philippines,Poland,Portugal,Romania,Russian Federation,EMDE South Asia,Saudi Arabia,Singapore,EMDE Sub-Saharan Africa,Slovakia,Slovenia,Sweden,Thailand,Tunisia,Turkey,"Taiwan, China",Uruguay,United States,"Venezuela, RB",Vietnam,World (WBG members),South Africa
2002M02,6.470195,23.40373,6.521441,6.722242,7.343484,17.1,NA,NA,NA,7.9,2.180638,NA,3.704472,14.35361,3.1,7.5,7.295988,NA,NA,25.9,3.951161,10.33978,NA,NA,NA,11.5,11.4,9.133414,7.5,5.2,NA,7.053365,6.820294,22.3,5.592593,NA,4.5,NA,NA,NA,15.3,5.286782,10,3.5,NA,NA,8.8,12.2,2.224198,8.9,NA,6.4922,NA,NA,NA,7.900101,NA,NA,3.8,5.3356,8.27,10.13752,10.9,19.4,4.337095,12.3,7.67975,NA,5.175714,3.6,27.52877,18.33,11.5,5.897343,2.61,NA,NA,5.17,15,5.7,14.02492,NA,7.09638,27.52877
2002M03,6.4559,23.43957,6.422385,6.782205,7.433382,16.91,NA,NA,NA,7.9,2.239522,NA,3.731937,15.54774,3,7.3,7.327372,NA,NA,25.9,3.971084,10.49317,NA,NA,NA,11.2,11.4,8.963748,7.5,5.2,NA,7.040506,7.037644,22.3,5.603704,NA,4.6,NA,13.2,NA,15.3,5.342999,10.4,3.4,NA,NA,8.8,11.9,2.255944,8.9,NA,6.486997,NA,NA,NA,7.809479,NA,NA,3.7,5.293101,8.27,9.746195,10.9,19.4,4.432144,12.3,7.905104,NA,5.176381,3.6,27.52627,18.2,11.6,5.915539,2.51,NA,NA,5.3,15,5.7,14.63347,NA,7.137193,27.52627
2002M04,6.503968,23.70204,6.322118,6.926537,7.31492,17.33,NA,NA,NA,7.7,2.319033,NA,3.797858,15.66605,3.5,7.2,7.323702,NA,NA,25.9,4.104705,10.40701,NA,NA,NA,11.2,10.3,9.098934,7.5,5.2,NA,7.089732,7.153703,22.3,5.651852,NA,4.6,NA,NA,NA,15.3,5.295022,9.1,3.4,NA,NA,8.8,11.7,2.257523,8.9,NA,6.838394,NA,NA,NA,6.947932,NA,NA,3.8,5.237538,8.27,10.17871,11.8,19.5,4.54241,10.8,8.044457,NA,5.205118,3.4,27.52041,18,11.6,6.031023,3.17,NA,NA,5.22,15,5.9,15.30959,NA,7.234062,27.52041
2002M05,6.502077,23.47715,6.318996,6.892568,7.376135,17.6,NA,NA,NA,7.7,2.385017,NA,3.811913,15.28532,3.6,7.2,7.508276,NA,NA,25.9,4.084689,10.45944,NA,NA,NA,11.2,10.3,9.453873,7.5,5.2,NA,7.081732,7.31468,22.2,5.696296,NA,4.7,NA,NA,NA,15.3,5.421876,9.5,3.3,NA,NA,8.8,11.5,2.327018,8.9,NA,6.968379,NA,NA,NA,6.712791,NA,NA,3.7,5.254014,8.27,9.773192,11.8,19.3,4.682445,10.5,8.16602,NA,5.231779,3.4,27.2848,18.05,11.6,5.923273,2.42,NA,NA,5.16,15.4,5.8,15.25819,NA,7.210747,27.2848
2002M06,6.536079,22.96889,6.451888,6.901446,7.360388,17.69,NA,NA,NA,7.7,2.465805,NA,3.826883,16.06669,3.4,7.2,7.736253,NA,NA,25.9,4.085368,10.40989,NA,NA,NA,11.4,10.3,8.734709,7.5,5.2,NA,7.130976,7.684918,22.1,5.751852,NA,4.6,NA,12.8,NA,15.3,5.51931,9.4,3.1,NA,NA,8.8,11.3,2.408975,8.9,NA,7.038028,NA,NA,NA,6.542394,NA,NA,3.5,5.276689,8.27,9.381515,11.8,19.7,4.84166,10.2,8.020691,NA,5.257556,3.4,27.74607,17.9,11.7,5.871122,2.13,NA,NA,5.13,15.6,5.8,15.99406,NA,7.233282,27.74607
2002M07,6.526289,21.47797,6.195948,6.966692,7.439003,18.07,NA,NA,NA,7.6,2.538952,NA,3.897256,15.46811,3.3,7.2,7.746098,NA,NA,25.9,4.147884,10.31623,NA,NA,NA,11.7,10.9,9.04256,7.485185,5.2,NA,7.130541,7.458373,22,5.848148,NA,4.4,NA,NA,NA,15.3,5.373671,9,3.1,NA,NA,8.8,11.2,2.454758,9.1,NA,6.893234,NA,NA,NA,6.415417,NA,NA,3.4,5.564436,8.27,9.287531,11.6,19.8,4.971623,9.8,7.914358,NA,5.283322,3.6,27.93389,17.82,11.7,5.831107,2.38,NA,NA,5.06,16.6,5.8,16.28113,NA,7.234671,27.93389
2002M08,6.530012,21.20524,6.322943,6.984597,7.442195,18.06,NA,NA,NA,7.4,2.6217,NA,3.904279,15.75385,3.4,7.2,7.714653,NA,NA,25.9,4.152355,10.18648,NA,NA,NA,11.8,10.9,9.241135,7.496296,5.3,NA,7.141111,7.421372,22,5.903704,NA,4.4,NA,NA,NA,15.3,5.50371,9,3.3,NA,NA,8.8,11,2.5372,9,NA,6.937154,NA,NA,NA,6.398274,NA,NA,3.6,5.582488,8.27,8.747197,11.6,19.9,5.180059,9.5,7.703771,NA,5.309486,3.6,28.18392,17.68,11.7,5.74006,2.34,NA,NA,5.07,17.1,5.7,16.19197,NA,7.226853,28.18392
2002M09,6.509701,21.05047,6.36744,6.965086,7.623191,18,NA,NA,NA,7.5,2.747123,NA,3.922277,15.10665,3.8,7.2,7.85651,NA,NA,25.9,4.164353,10.35714,NA,NA,NA,11.7,10.9,8.896732,7.518519,5.2,NA,7.131777,7.304,21.5,5.948148,NA,4.7,NA,12.8,NA,15.3,5.382846,8.9,3,NA,NA,8.8,10.9,2.510119,8.9,NA,7.028605,NA,NA,NA,6.460892,NA,NA,3.7,5.52476,8.27,8.735906,11.6,20,5.427871,9.3,8.016787,NA,5.335643,3.6,28.14708,17.49,11.8,6.126641,2.25,NA,NA,5.12,18.9,5.7,16.88878,NA,7.238376,28.14708
2002M10,6.531287,22.1276,6.201325,6.885793,7.76489,17.88,NA,NA,NA,7.5,2.885806,NA,3.959865,15.39159,4,7.2,8.005719,NA,NA,25.9,4.177561,10.46423,NA,NA,NA,11.6,12.3,9.185606,7.522222,5.2,NA,7.155423,7.276098,21.2,5.951852,NA,5.1,NA,NA,NA,15.3,5.406881,8.8,3.1,NA,NA,8.8,10.7,2.741485,8.9,NA,7.042544,NA,NA,NA,6.803192,NA,NA,3.8,5.215043,8.27,8.71264,11.2,20.1,5.878209,8.9,8.250895,NA,5.362852,3.7,28.1915,17.39,11.6,6.002699,2.27,NA,NA,5.14,18.9,5.7,17.08885,NA,7.282488,28.1915
2002M11,6.591504,21.90829,6.117294,6.849687,7.897254,17.06,NA,NA,NA,7.5,2.995868,NA,3.977045,15.95227,3.9,7.4,8.09899,NA,NA,25.9,4.184082,10.51539,NA,NA,NA,11.6,12.3,8.818446,7.588889,5.1,NA,7.211058,7.25217,20.8,5.996296,NA,5.4,NA,NA,NA,15.3,5.258972,8.9,3.1,NA,NA,8.8,10.8,2.816764,8.8,NA,7.183167,NA,NA,NA,6.873884,NA,NA,3.8,5.039642,8.27,9.245716,11.2,20.1,6.075608,8.5,8.425839,NA,5.369919,3.7,28.23378,17.35,11.5,6.139801,2.07,NA,NA,5.19,19.5,5.9,17.81664,NA,7.326936,28.23378
2002M12,6.653585,21.23236,6.105312,6.845098,7.950305,16.21,NA,NA,NA,7.6,3.077368,NA,4.006773,17.02089,3.9,7.3,8.104486,NA,NA,25.9,4.211192,10.58107,NA,NA,NA,11.6,12.3,8.998374,7.688889,5,NA,7.260125,7.397073,20.4,6.051852,NA,5.3,NA,12.7,NA,15.3,5.424925,9.5,3.1,NA,NA,8.8,10.5,2.901833,8.6,NA,7.354106,NA,NA,NA,6.871075,NA,NA,3.8,4.970178,8.27,9.327321,11.2,20,6.181978,8.2,8.583428,NA,5.392183,3.7,28.26576,17.02,11.2,6.230468,2.09,NA,NA,5.15,18.7,6,21.09449,NA,7.404129,28.26576
2003M01,6.648934,20.49141,6.119863,6.857116,8.039112,16.55,NA,NA,NA,7.4,3.200679,NA,4.076022,13.92669,3.5,7.3,8.339891,NA,NA,23.7,4.267549,10.48015,NA,10.18123,NA,11.7,10.8,8.860273,7.911111,5.1,NA,7.25281,7.399459,20.2,6.207407,NA,5,4.369185,NA,NA,14.5,5.447997,9.1,3.4,NA,NA,8.1,11.4,2.989542,8.6,NA,7.574652,NA,NA,NA,6.626905,NA,5.193023,3.9,5.042622,8.27,8.711648,11.1,19.9,6.065763,7.9,8.495553,NA,5.4332,3.7,28.8823,16.45,11.2,6.387347,2.1,NA,NA,5.23,18.4,5.8,16.32959,NA,7.296306,28.8823
2003M02,6.662363,19.7753,5.970081,6.849486,8.098556,15.67,NA,NA,NA,7.4,3.305179,NA,4.101324,14.70925,3.5,7.3,8.462688,NA,NA,23.7,4.290319,10.43021,NA,10.22139,NA,11.7,10.8,8.745865,8.011111,5.2,NA,7.264666,7.60279,20,6.218519,NA,4.8,4.030321,NA,NA,14.5,5.180285,8.9,3.3,NA,NA,8.1,11.4,3.069292,8.6,NA,7.84737,NA,NA,NA,6.655279,13.17985,5.454145,4,5.004473,8.27,8.815504,11.1,19.9,6.104748,7.7,8.500982,NA,5.458164,3.7,28.8759,15.85,11.3,6.071622,2.11,NA,NA,5.2,18.3,5.9,19.41414,NA,7.339833,28.8759
2003M03,6.720992,18.91354,6.139354,6.796023,8.091975,15.14,NA,NA,NA,7.4,3.444471,NA,4.125398,13.4937,3.7,7.5,8.549336,NA,NA,23.7,4.337944,10.40078,NA,10.29762,NA,11.6,10.8,9.37261,8.077778,5.1,NA,7.317909,7.566783,19.7,6.174074,NA,4.7,3.009906,13.4,NA,14.5,5.457935,9,3.4,NA,NA,8.1,11.2,3.138397,8.5,NA,7.886283,NA,NA,NA,6.78707,13.22307,5.626143,4,4.951558,8.27,10.39867,11.1,19.9,6.161673,7.6,8.490052,NA,5.468239,3.7,28.84112,15.61,11.2,6.356492,2.72,NA,NA,5.17,18.7,5.9,19.25041,NA,7.365617,28.84112
2003M04,6.767067,17.85376,6.01496,6.854326,8.163628,14.57,NA,NA,NA,7.6,3.569777,NA,4.185272,14.31156,4.3,7.6,8.67926,NA,NA,23.7,4.335764,10.33941,NA,10.34438,NA,11.4,11.5,9.060815,8.096296,5,NA,7.362795,7.857053,19.5,5.985185,NA,4.7,3.045052,NA,NA,14.5,5.504115,8.9,3.4,NA,NA,8.1,10.7,3.176739,8.6,NA,7.718365,NA,NA,NA,7.055027,13.25406,5.885637,4.2,4.854524,8.27,8.674591,10.5,20,6.325181,7.5,8.434579,NA,5.497845,3.6,28.77657,15.3,11.1,6.369592,2.17,NA,NA,5.16,18.8,6,18.49786,NA,7.350603,28.77657
2003M05,6.810329,17.22971,6.041657,7.028241,8.115773,14.35,NA,NA,NA,7.8,3.686971,NA,4.19821,13.51619,4.3,7.8,8.670624,NA,NA,23.7,4.350213,10.33262,NA,10.40885,NA,11.3,11.5,9.012351,8.107407,4.9,NA,7.395102,8.205789,19.3,5.896296,NA,4.7,3.230426,NA,NA,14.5,5.444787,8.9,3.6,NA,NA,8.1,10.4,3.270291,8.6,NA,7.708926,NA,NA,NA,7.310449,13.29429,6.047524,4.2,4.776363,8.27,9.277984,10.5,19.9,6.366128,7.7,8.445086,NA,5.525554,3.6,28.58294,15.17,11.1,6.318924,2.24,NA,NA,5.13,18.2,6.1,19.03895,NA,7.359033,28.58294
2003M06,6.91264,16.76637,6.032314,7.103355,8.208028,14.11,NA,NA,NA,7.6,3.802639,NA,4.217858,13.9701,4.2,7.7,8.864665,NA,NA,23.7,4.367127,10.30653,NA,10.38123,NA,11.5,11.5,9.339898,8.096296,5.1,NA,7.489605,8.531323,19.1,5.818519,NA,4.9,3.277184,13.1,NA,14.5,5.356484,8.9,3.6,NA,NA,8.1,10.1,3.274645,8.6,NA,7.738944,NA,NA,NA,7.582603,13.28434,6.303684,4.3,4.674472,8.27,9.571247,10.5,20,6.36211,7.6,8.409794,NA,5.551798,3.6,29.14951,15.04,11.2,6.464515,2.23,NA,NA,5.12,17.6,6.3,18.31151,NA,7.400164,29.14951
2003M07,6.86775,16.8722,6.070382,7.161888,8.180221,13.68,NA,NA,NA,7.6,3.858394,NA,4.204224,14.46836,4.1,7.9,8.843149,NA,NA,23.7,4.467139,10.28898,NA,10.42881,NA,11.6,10,9.122331,7.959259,5.1,NA,7.441439,8.334248,19,5.751852,NA,5,3.421972,NA,NA,14.5,5.269711,8.9,3.6,NA,NA,8.1,9.9,3.30835,8.6,NA,7.800254,NA,NA,NA,8.070718,13.31465,6.359729,4.3,4.56123,8.27,9.278619,12.8,19.9,6.216529,7.7,8.419793,NA,5.575532,4.8,26.08094,14.87,11.2,6.415402,2.05,NA,NA,4.97,16.8,6.2,18.12836,NA,7.395008,26.08094
2003M08,6.787515,16.66025,5.823363,7.071745,8.220542,13.5,NA,NA,NA,7.8,3.881761,NA,4.214743,14.32108,4.1,7.9,8.655253,NA,NA,23.7,4.478155,10.18376,NA,10.34074,NA,11.5,10,8.75028,7.981481,5,NA,7.363623,8.290034,18.6,5.696296,NA,5,3.15073,NA,NA,14.5,5.094129,8.7,3.6,NA,NA,8.1,9.9,3.381024,8.6,NA,7.974755,NA,NA,NA,8.271434,13.27105,6.525017,4.4,4.541288,8.27,10.18213,12.8,19.9,6.197132,7.5,8.309396,NA,5.597039,4.8,26.40581,14.82,11.4,6.783374,2.09,NA,NA,4.93,15.9,6.1,17.84141,NA,7.372193,26.40581
2003M09,6.850027,16.28332,5.758364,7.155047,8.204444,13.36,NA,NA,NA,7.9,3.921953,NA,4.228383,14.73403,4.3,8.1,9.033892,NA,NA,23.7,4.489332,10.05883,NA,10.37397,NA,11.5,10,8.884594,8.059259,5,NA,7.419963,8.119598,18.5,5.651852,NA,5,2.976345,13.6,NA,14.5,5.175187,8.6,3.7,NA,NA,8.1,9.7,3.418145,8.7,NA,8.227317,NA,NA,NA,8.337019,13.29305,6.715746,4.4,4.573443,8.27,8.526155,12.8,19.9,6.205776,7.4,8.127971,NA,5.617934,4.8,26.38455,14.61,11.3,6.64156,2.07,NA,NA,4.84,15.8,6.1,17.95276,NA,7.373674,26.38455
2003M10,6.77527,15.80458,5.800559,7.084899,8.208996,13.34,NA,NA,NA,7.6,3.936662,NA,4.272858,14.41219,4.6,8.1,8.899406,NA,NA,23.7,4.444781,9.900999,NA,10.6498,NA,11.4,9.1,9.000985,8.296296,4.9,NA,7.351131,7.982575,18.4,5.574074,NA,4.8,2.865249,NA,NA,14.5,5.059411,8.5,3.7,NA,NA,8.1,9.5,3.432055,8.7,NA,8.489866,NA,NA,NA,8.159204,13.44681,6.534914,4.3,4.858034,8.27,9.900442,11.1,19.9,6.308566,7.5,7.859772,NA,5.640589,3.9,26.32271,14.61,11.2,6.976369,2.18,NA,NA,4.76,15.9,6,17.30618,NA,7.31704,26.32271
2003M11,6.743064,15.27503,5.714906,7.065634,8.267139,13.42,NA,NA,NA,7.4,3.903286,NA,4.286565,14.07302,4.4,8.1,9.180975,NA,NA,23.7,4.452559,9.716199,NA,10.67251,NA,11.3,9.1,8.846447,8.407407,4.9,NA,7.321873,7.704187,18.3,5.585185,NA,4.7,3.090776,NA,NA,14.5,5.145416,8.6,3.8,NA,NA,8.1,9.7,3.499733,8.7,NA,8.638558,NA,NA,NA,8.017149,13.46196,6.682112,4.3,4.79708,8.27,9.717852,11.1,19.9,6.320686,7.4,7.542807,NA,5.655514,3.9,26.27271,14.66,11,7.174701,2.08,NA,NA,4.72,15.9,5.8,17.19031,NA,7.28225,26.27271
2003M12,6.668592,14.67347,5.694607,7.144141,8.42455,13.42,NA,NA,NA,7.4,3.887463,NA,4.305435,13.12148,4.3,8.3,9.06915,NA,NA,23.7,4.470515,9.896008,NA,10.66358,NA,11.4,9.1,9.087427,8.496296,4.8,NA,7.253891,7.46199,18.3,5.640741,NA,4.8,3.640892,13.5,NA,14.5,4.891355,8.5,3.7,NA,NA,8.1,9.4,3.469473,8.7,NA,8.70664,NA,NA,NA,7.808801,13.46133,6.771608,4.4,4.698628,8.27,10.31536,11.1,19.9,6.316371,7.2,7.88063,NA,5.677489,3.9,26.23035,15.19,10.9,7.041234,2.11,NA,NA,4.71,15.5,5.7,17.63053,NA,7.272312,26.23035
2004M01,6.651747,14.04256,5.563604,7.053741,8.616929,13.48,NA,NA,NA,7.3,3.887455,NA,4.284152,14.65282,4,8.4,9.004439,NA,NA,17.7,4.492453,10.06983,NA,10.6649,NA,11.3,9.9,8.836133,8.592593,4.8,11.40867,7.235816,7.448997,17.8,5.844444,NA,5.1,2.770679,NA,8.365999,12.5,4.921407,8.3,3.6,NA,NA,8.1,7.4,3.548158,8.7,NA,8.794594,NA,NA,36.88347,7.420144,11.86956,6.951051,4.2,4.386563,7.69,9.576984,11.5,19.9,6.21401,7.1,8.206351,NA,5.695962,3.7,25.91633,15.45,11,6.993236,2.57,NA,NA,4.7,14.5,5.7,16.2642,NA,7.180812,25.91633
2004M02,6.574945,13.82737,5.679199,7.046477,8.660474,13.34,NA,NA,NA,7.4,3.892781,NA,4.296852,14.15403,3.8,8.5,8.972649,NA,NA,17.7,4.486804,10.1627,NA,10.68832,NA,11.2,9.9,8.718719,8.614815,4.8,10.75208,7.162234,7.35124,17.8,5.911111,NA,5.2,2.546061,NA,7.74114,12.5,4.877181,8.4,3.6,NA,NA,8.1,7.5,3.542039,8.7,NA,8.803764,NA,NA,36.76225,7.243884,11.88717,6.946973,4.2,4.277732,7.69,9.796119,11.5,19.8,6.231548,6.9,8.415171,NA,5.721752,3.7,25.86613,15.37,11,7.477723,2.18,NA,NA,4.64,14.5,5.6,16.0908,NA,7.152932,25.86613
2004M03,6.648328,13.71957,5.455507,7.168156,8.33409,13.13,NA,NA,NA,7.3,3.914337,NA,4.308097,14.0799,4,8.4,8.997288,NA,NA,17.7,4.498461,9.955596,NA,10.73625,NA,11.1,9.9,8.993476,8.592593,4.8,10.7391,7.225406,7.269016,17.8,5.944444,NA,5.1,3.940506,13.6,8.533776,12.5,4.713005,8.4,3.6,NA,NA,8.1,7.4,3.62758,8.8,NA,8.695777,NA,NA,36.59457,7.132389,11.91718,7.035553,4.1,4.210984,7.69,10.02722,11.5,19.7,6.288977,7,8.078843,NA,5.742895,3.7,25.80323,15.22,11,7.408708,2.22,NA,NA,4.52,13.9,5.8,15.18577,NA,7.155776,25.80323
2004M04,6.568142,14.46059,5.502949,7.174649,7.744443,12.89,NA,NA,NA,7.2,3.911437,NA,4.280375,14.33146,4.5,8.4,9.081443,NA,NA,17.7,4.513051,9.799901,NA,11.02397,NA,11.2,10.3,9.278079,8.422222,4.8,10.79243,7.147562,7.14082,17.8,5.87037,NA,4.8,2.863721,NA,8.276678,12.5,4.760483,8.6,3.6,NA,NA,8.1,7.4,3.776511,8.8,NA,8.449598,NA,NA,36.16631,7.098329,12.07871,7.170742,4.2,4.258177,7.69,9.902415,12.2,19.6,6.434845,7.1,7.82644,NA,5.772493,3.6,25.72221,15.19,10.7,7.224474,2.28,NA,NA,4.56,14,5.6,15.97431,NA,7.150106,25.72221
2004M05,6.561191,14.46716,5.265889,7.058471,7.625465,12.75,NA,NA,NA,7.1,3.901657,NA,4.284485,14.23406,4.5,8.4,9.36529,NA,NA,17.7,4.513653,9.542446,NA,11.12308,NA,11.2,10.3,9.181785,8.388889,4.8,10.76301,7.139505,6.913731,17.7,5.892593,NA,4.7,3.434498,NA,8.087533,12.5,4.691511,8.5,3.7,NA,NA,8.1,7.3,3.585453,8.7,NA,8.245612,NA,NA,35.96873,7.109306,12.13731,7.144243,4.2,4.196404,7.69,9.021387,12.2,19.6,6.545622,7,7.416519,NA,5.798189,3.6,25.61992,14.85,10.7,7.509453,2.21,NA,NA,4.52,13.3,5.6,15.6276,NA,7.115213,25.61992
2004M06,6.538379,14.27946,5.425151,7.088119,7.944847,12.66,NA,NA,NA,7.2,3.897699,NA,4.305687,13.98355,4.6,8.2,9.210294,NA,NA,17.7,4.52848,9.584307,NA,11.06743,NA,11.2,10.3,8.615693,8.388889,4.8,10.59192,7.122894,6.779872,17.7,5.937037,NA,4.5,2.878785,13.1,8.103416,12.5,4.688321,8.4,3.5,NA,NA,8.1,7.2,3.70363,8.8,NA,8.01414,NA,NA,35.80072,7.149919,12.11127,7.291234,4.3,4.088596,7.69,9.132494,12.2,19.7,6.659471,6.9,7.497583,NA,5.819675,3.6,26.06579,14.38,10.5,7.325779,2.12,NA,NA,4.54,13.2,5.6,15.58222,NA,7.119795,26.06579
2004M07,6.556837,13.64279,5.524479,7.005241,8.639164,12.54,NA,NA,NA,7,3.888389,NA,4.214066,12.91369,4.6,8.1,9.406492,NA,NA,17.7,4.419837,9.534055,NA,10.75339,NA,11,10.8,8.97357,8.481481,4.7,10.72822,7.137926,6.591449,17.7,6.018519,NA,4.4,3.111438,NA,8.220444,12.5,4.953788,8.5,3.7,NA,NA,8.1,7,3.735684,8.8,NA,7.643521,NA,NA,38.17988,7.314114,11.94431,7.138172,4.3,3.918742,7.69,9.068153,11.8,19.6,6.842932,6.8,7.414628,NA,5.836242,3,24.22355,14.11,10.4,7.225677,1.96,NA,NA,4.43,13.4,5.5,15.09939,NA,7.001959,24.22355
2004M08,6.477089,13.38573,5.532209,7.040436,9.100461,12.46,NA,NA,NA,7,3.910522,NA,4.222201,13.01619,4.7,8.2,9.286596,NA,NA,17.7,4.427451,9.507742,NA,10.67446,NA,11,10.8,9.068674,8.503704,4.7,10.40728,7.06207,6.53013,17.8,6.096296,NA,4.4,3.188343,NA,7.849421,12.5,4.793948,8.4,3.7,NA,NA,8.1,6.6,3.688916,8.8,NA,7.571195,NA,NA,37.98108,7.35481,11.90385,7.183652,4.4,3.837652,7.69,9.182086,11.8,19.5,6.918435,6.8,7.4065,NA,5.848307,3,24.51683,13.72,10.4,7.269713,1.97,NA,NA,4.33,13.5,5.4,14.15545,NA,6.973429,24.51683
2004M09,6.434087,13.15152,5.371442,7.016828,9.072014,12.35,NA,NA,NA,7,3.885238,NA,4.22487,12.76676,5,8.4,9.281399,NA,NA,17.7,4.435428,9.557656,NA,10.73179,NA,10.9,10.8,8.042476,8.514815,4.7,10.31706,7.018356,6.658127,17.8,6.185185,NA,4.6,3.069607,12.6,7.817554,12.5,4.557445,8.5,3.6,NA,NA,8.1,6.3,3.729116,8.9,NA,7.65873,NA,NA,37.89328,7.322976,11.93668,7.14275,4.4,3.785484,7.69,9.394539,11.8,19.4,6.953374,6.6,7.534711,NA,5.857547,3,24.48204,13.58,10.4,8.014455,2.1,NA,NA,4.21,13.1,5.4,14.47809,NA,6.967364,24.48204
2004M10,6.466911,13.02178,5.16378,7.039294,8.559365,12.28,NA,NA,NA,7.1,3.832296,NA,4.193276,13.44255,5.1,8.4,9.614618,NA,NA,17.7,4.379889,9.592806,NA,10.4974,NA,10.7,9.5,8.690751,8.52963,4.7,10.43312,7.040256,6.620315,17.8,6.285185,NA,4.7,2.962471,NA,7.559969,12.5,4.618543,8.4,3.7,NA,NA,8.1,6.1,3.641031,8.7,NA,7.974597,NA,NA,37.96158,7.141502,11.81148,7.142984,4.4,3.788159,7.69,10.14377,11.9,19.2,6.841938,6.4,7.674658,NA,5.866891,3.2,24.37695,13.32,10.4,7.171659,1.34,NA,NA,4.21,12.4,5.5,14.26316,NA,6.95634,24.37695
2004M11,6.383773,12.82697,5.188042,7.069036,8.145241,12.13,NA,NA,NA,7.2,3.813094,NA,4.196901,13.01694,5.3,8.3,9.033406,NA,NA,17.7,4.409893,9.610502,NA,10.52773,NA,10.6,9.5,8.75559,8.507407,4.7,10.18869,6.960158,6.714482,17.8,6.396296,NA,4.7,2.859442,NA,7.824186,12.5,4.526986,8.2,3.7,NA,NA,8.1,5.9,3.794333,8.7,NA,7.956025,NA,NA,37.90198,7.022735,11.83375,7.192261,4.4,3.76278,7.69,8.564258,11.9,19.1,6.875525,6.3,7.768677,NA,5.897444,3.2,24.29153,12.99,10.3,7.436052,1.96,NA,NA,4.16,12,5.4,14.1554,NA,6.924221,24.29153
2004M12,6.340757,12.63873,5.077687,7.055424,8.237749,12.03,NA,NA,NA,7.1,3.795073,NA,4.200206,13.0196,5.3,8.1,8.924924,NA,NA,17.7,4.414541,9.453445,NA,10.52699,NA,10.3,9.5,8.491641,8.462963,4.7,10.0864,6.915556,6.573491,17.8,6.518519,NA,4.7,2.538831,12.3,7.735191,12.5,4.469659,8.1,3.8,NA,NA,8.1,5.7,3.841078,8.6,NA,7.795391,NA,NA,37.73571,6.89966,11.83891,7.309351,4.4,3.774659,7.69,9.565828,11.9,18.9,6.970925,6.1,7.587659,NA,5.926537,3.2,24.22643,12.72,10.3,7.529975,2,NA,NA,4.21,12.3,5.4,13.086,NA,6.897207,24.22643
2005M01,6.309013,12.5764,5.104764,7.073214,8.283655,12.08,NA,1.871153,NA,6.9,3.750874,NA,4.19109,11.30175,4.9,8.1,9.28486,NA,NA,15.3,4.410339,9.308976,NA,10.29518,NA,10.1,9.2,9.119346,8.322222,4.8,10.18635,6.880076,6.426422,17.8,6.666667,NA,4.4,3.524311,NA,7.561529,14.8,4.505913,8.1,3.9,NA,NA,7.7,5.6,3.836803,8.5,NA,7.513077,3.64,NA,38.36444,6.594233,11.22433,7.223618,4.5,3.860395,7.69,11.01405,11.7,18.7,7.243662,5.9,7.400373,NA,5.983769,3.2,24.51306,12.44,10.1,6.859553,2.33,NA,9.2,4.22,11.8,5.3,13.11235,NA,6.835434,24.51306
2005M02,6.344336,12.44454,5.026704,7.225811,8.431362,12.19,NA,1.812563,NA,7,3.778581,NA,4.192178,12.82688,5,8.1,9.306531,NA,NA,15.3,4.401788,9.174697,NA,10.28384,6.983052,9.9,9.2,8.895346,8.288889,4.7,10.05369,6.911845,6.13489,17.9,6.8,NA,4.3,2.873637,NA,7.843265,14.8,4.574788,8.1,3.7,NA,NA,7.7,5.6,3.920436,8.4,NA,7.372927,3.55,6.822194,38.23952,6.657767,11.2247,7.212804,4.4,3.872165,7.69,9.803174,11.7,18.6,7.359459,5.6,7.207285,NA,6.017841,3.2,24.47832,12.16,10.1,7.707375,2.11,NA,9.1,4.29,11.9,5.4,13.26318,NA,6.834972,24.47832
2005M03,6.280611,12.2276,5.16521,7.286074,8.480134,12.13,NA,1.823335,NA,6.9,3.798914,NA,4.19286,13.26336,5.2,8,9.460379,NA,NA,15.3,4.392447,9.166142,NA,10.28367,6.988292,9.7,9.2,8.037706,8.288889,4.7,10.04999,6.851684,6.045715,17.9,6.933333,NA,4.5,2.685326,11.4,7.971161,14.8,4.530538,8.2,3.7,NA,NA,7.7,5.4,3.914929,8.3,NA,7.318122,3.63,6.828211,38.0689,6.851409,11.23236,7.31978,4.6,3.870907,7.69,10.27868,11.7,18.5,7.439008,5.5,7.167969,NA,6.05839,3.2,24.44427,12.07,10.1,7.315283,1.88,NA,9.2,4.22,12,5.2,13.18334,NA,6.820129,24.44427
